datetime,Ten_Meter_Uwind_vector_meterPerSecond,Ten_Meter_Vwind_vector_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Relative_Humidity_percent,Cloud_Cover_decimalFraction,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Precipitation_millimeterPerHour
2015-11-21 11:00:00,-0.15,0.45,100380,-7.55,95.2,0.625,26.819,0
2015-11-21 12:00:00,0.14,0.14,100390,-7,90.3,0.625,27.392,0
2015-11-21 13:00:00,0.1,0.18,100360,-6.79,89.7,0.5,26.369,0
2015-11-21 14:00:00,0,0.27,100390,-6.66,91.2,0.375,21.799,0
2015-11-21 15:00:00,0.08,0.16,100440,-6.96,92.9,0.25,4.364,0
2015-11-21 16:00:00,0.03,0.23,100510,-8.11,95.3,0.208,0.299,0
2015-11-21 17:00:00,-0.19,0.69,100580,-9.56,96.8,0.167,0.251,0
2015-11-21 18:00:00,-0.22,0.71,100640,-10.63,96.6,0.125,0.251,0
2015-11-21 19:00:00,-0.22,0.66,100710,-11.12,96.4,0.115,0.254,0
2015-11-21 20:00:00,-0.22,0.78,100800,-11.35,96.3,0.104,0.255,0
2015-11-21 21:00:00,-0.32,0.95,100870,-12.09,96,0.094,0.255,0
2015-11-21 22:00:00,-0.31,0.81,100940,-12.21,96,0.083,0.255,0
2015-11-21 23:00:00,-0.27,0.72,100980,-12.05,95.7,0.073,0.256,0
2015-11-22 00:00:00,-0.43,0.87,101070,-12.13,95,0.062,0.251,0
2015-11-22 01:00:00,-0.13,0.92,101120,-12.38,95.1,0.052,0.255,0
2015-11-22 02:00:00,-0.28,0.73,101210,-12.04,94.4,0.042,0.249,0
2015-11-22 03:00:00,-0.23,0.67,101240,-13.04,95.1,0.031,0.256,0
2015-11-22 04:00:00,0.26,0.45,101300,-11.48,92.2,0.021,0.253,0
2015-11-22 05:00:00,0,0.47,101410,-11.95,92.8,0.01,0.25,0
2015-11-22 06:00:00,-0.15,0.64,101480,-12.46,93.9,0,0.256,0
2015-11-22 07:00:00,-0.18,0.81,101550,-13.23,94.2,0.146,0.252,0
2015-11-22 08:00:00,-0.31,1,101610,-13.43,94.4,0.292,1.621,0
2015-11-22 09:00:00,-0.34,1.04,101670,-12.81,93.4,0.438,21.846,0.1
2015-11-22 10:00:00,-0.33,0.82,101690,-10.96,91.8,0.583,51.26,0
2015-11-22 11:00:00,-0.33,0.57,101680,-7.95,86,0.729,62.661,0
2015-11-22 12:00:00,-0.11,0.46,101680,-7.04,77.31,0.875,49.825,0
2015-11-22 13:00:00,-0.29,0.25,101700,-6.37,69.92,0.625,60.564,0
2015-11-22 14:00:00,-0.08,0.38,101720,-7.49,84.7,0.375,25.566,0
2015-11-22 15:00:00,-0.15,0.59,101730,-8.86,88.8,0.125,4.983,0
2015-11-22 16:00:00,-0.32,0.96,101810,-10.32,93.9,0.083,0.316,0
2015-11-22 17:00:00,-0.34,0.99,101860,-11.06,94.2,0.042,0.256,0
2015-11-22 18:00:00,-0.18,0.67,101870,-11.13,94.4,0,0.255,0
2015-11-22 19:00:00,-0.21,0.71,101880,-11.26,94.5,0.083,0.254,0
2015-11-22 20:00:00,-0.34,0.82,101920,-11.69,94.8,0.167,0.252,0
2015-11-22 21:00:00,-0.32,0.87,101910,-12.08,95.3,0.25,0.256,0
2015-11-22 22:00:00,-0.45,1.04,101880,-11.85,95.6,0.333,0.254,0
2015-11-22 23:00:00,-0.39,0.98,101860,-11.36,95.8,0.417,0.255,0
2015-11-23 00:00:00,-0.29,0.75,101830,-10.78,96.1,0.5,0.245,0
2015-11-23 01:00:00,-0.34,0.95,101810,-10.62,96,0.583,0.254,0
2015-11-23 02:00:00,-0.29,0.79,101720,-10.37,96,0.667,0.251,0
2015-11-23 03:00:00,-0.36,0.97,101730,-9.71,96.4,0.75,0.256,0
2015-11-23 04:00:00,-0.2,0.6,101670,-8.85,96.4,0.833,0.252,0
2015-11-23 05:00:00,-0.12,0.63,101640,-7.9,95.9,0.917,0.248,0
2015-11-23 06:00:00,-0.04,0.47,101600,-7.04,96.3,1,0.253,0
2015-11-23 07:00:00,0.25,0.08,101600,-7.51,94.6,0.917,0.256,0
2015-11-23 08:00:00,0.01,0.05,101590,-6.39,97,0.833,1.285,0
2015-11-23 09:00:00,-0.35,0.77,101570,-5.83,97.9,0.75,8.818,0
2015-11-23 10:00:00,-0.35,0.74,101560,-5.44,97.5,0.667,20.752,0
2015-11-23 11:00:00,-0.26,0.54,101510,-4.54,94.4,0.583,43.644,0.1
2015-11-23 12:00:00,-0.24,0.52,101410,-3.67,91.3,0.5,48.374,0
2015-11-23 13:00:00,0.35,0.36,101350,-4.14,91.9,0.667,53.442,0
2015-11-23 14:00:00,-0.22,0.08,101310,-5.07,92.8,0.833,20.809,0
2015-11-23 15:00:00,-0.22,0.67,101220,-5.38,98,1,2.818,0
2015-11-23 16:00:00,-0.12,0.46,101200,-4.89,97.2,1,0.255,0
2015-11-23 17:00:00,-0.19,0.42,101140,-4.58,98.2,1,0.256,0
2015-11-23 18:00:00,-0.26,0.95,101100,-4.11,97.9,1,0.256,0
2015-11-23 19:00:00,-0.02,0.37,101040,-3.91,96,1,0.255,0
2015-11-23 20:00:00,-0.12,0.58,100990,-3.91,96.6,1,0.255,0
2015-11-23 21:00:00,-0.38,0.85,100920,-3.73,94.9,1,0.256,0
2015-11-23 22:00:00,-0.39,0.82,100840,-3.8,93.6,1,0.255,0
2015-11-23 23:00:00,-0.04,0.43,100750,-4.01,95.2,1,0.256,0
2015-11-24 00:00:00,-0.15,0.54,100660,-4.01,97.4,1,0.255,0
2015-11-24 01:00:00,-0.03,0.41,100550,-3.76,97.9,1,0.254,0.1
2015-11-24 02:00:00,-0.41,0.68,100460,-3.53,98.6,1,0.256,0
2015-11-24 03:00:00,-0.32,0.78,100370,-2.28,99.2,1,0.256,0
2015-11-24 04:00:00,0.26,-0.01,100300,-2.26,99.9,1,0.253,0
2015-11-24 05:00:00,-0.53,0.39,100230,-1.24,99.8,1,0.253,0
2015-11-24 06:00:00,-0.63,1.07,100190,-0.85,99.8,1,0.255,0
2015-11-24 07:00:00,-0.39,0.9,100170,-0.89,100,1,0.256,0
2015-11-24 08:00:00,-0.05,0.2,100160,-0.92,100,1,0.732,0
2015-11-24 09:00:00,0.11,-0.05,100120,-0.77,100,1,4.972,0
2015-11-24 10:00:00,0.23,-0.13,100110,-0.28,100,1,22.516,0.1
2015-11-24 11:00:00,0.02,-0.18,100070,0.22,100,1,22.959,0.3
2015-11-24 12:00:00,-0.3,0,100010,0.41,100,1,24.767,0.5
2015-11-24 13:00:00,-0.11,0.28,99970,0.28,100,1,12.888,0
2015-11-24 14:00:00,-0.06,0.08,99930,0.11,100,1,7.337,0.1
2015-11-24 15:00:00,-0.05,0.27,99900,0.07,100,1,2.4,0
2015-11-24 16:00:00,-0.18,0.08,99860,-0.03,100,1,0.265,0
2015-11-24 17:00:00,0.09,0.1,99780,-0.16,100,1,0.256,0
2015-11-24 18:00:00,0.07,0.03,99780,-0.25,100,1,0.256,0
2015-11-24 19:00:00,-0.12,0.29,99700,-0.3,100,1,0.256,0
2015-11-24 20:00:00,-0.02,0.21,99710,-0.55,100,1,0.255,0
2015-11-24 21:00:00,-0.27,0.72,99680,-1.33,100,1,0.256,0
2015-11-24 22:00:00,-0.16,0.43,99640,-1.55,100,1,0.256,0
2015-11-24 23:00:00,0.33,0.01,99620,-1.46,100,1,0.256,0
2015-11-25 00:00:00,0.09,0.07,99610,-1.48,100,1,0.256,0
2015-11-25 01:00:00,0.03,0.19,99570,-1.18,100,1,0.256,0
2015-11-25 02:00:00,0.14,-0.03,99580,-1.57,100,1,0.256,0
2015-11-25 03:00:00,0.12,0,99570,-1.91,100,1,0.256,0
2015-11-25 04:00:00,0.11,-0.01,99590,-2.12,100,1,0.256,0
2015-11-25 05:00:00,0.12,-0.05,99590,-2.58,100,1,0.256,0
2015-11-25 06:00:00,0.24,0.04,99630,-3.07,100,1,0.256,0
2015-11-25 07:00:00,0.17,-0.14,99660,-3.73,100,1,0.256,0
2015-11-25 08:00:00,-0.12,0.3,99710,-4.57,100,1,3.935,0
2015-11-25 09:00:00,-0.19,0.33,99740,-4.84,100,1,25.42,0
2015-11-25 10:00:00,-0.26,0.44,99760,-4.68,100,1,103.371,0.1
2015-11-25 11:00:00,0.25,0.19,99810,-3.93,100,1,156.963,0
2015-11-25 12:00:00,0.33,-0.02,99840,-4.38,100,1,66.588,0
2015-11-25 13:00:00,-0.38,0.47,99850,-4.75,100,0.792,57.827,0
2015-11-25 14:00:00,0.1,0.39,99910,-4.49,100,0.583,37.322,0
2015-11-25 15:00:00,-0.19,0.4,99980,-4.75,100,0.375,5.238,0
2015-11-25 16:00:00,-0.18,0.46,100050,-4.18,100,0.25,0.288,0
2015-11-25 17:00:00,-0.34,0.61,100120,-4.24,100,0.125,0.256,0
2015-11-25 18:00:00,-0.43,0.87,100190,-5.39,100,0,0.256,0
2015-11-25 19:00:00,-0.12,0.45,100290,-5.7,100,0.031,0.256,0
2015-11-25 20:00:00,-0.35,0.83,100370,-6.52,99.8,0.062,0.254,0
2015-11-25 21:00:00,-0.1,0.26,100460,-6.45,99.9,0.094,0.254,0
2015-11-25 22:00:00,-0.1,0.18,100530,-5.69,100,0.125,0.256,0
2015-11-25 23:00:00,0.04,0.1,100570,-5.41,99.9,0.156,0.253,0
2015-11-26 00:00:00,-0.02,0.07,100640,-6.95,99.7,0.188,0.254,0
2015-11-26 01:00:00,-0.29,0.56,100740,-7.8,99.2,0.219,0.256,0
2015-11-26 02:00:00,-0.4,0.85,100810,-8.52,98.7,0.25,0.256,0
2015-11-26 03:00:00,-0.22,0.56,100880,-8.11,99,0.281,0.254,0
2015-11-26 04:00:00,-0.08,0.24,100930,-8.19,99,0.312,0.255,0
2015-11-26 05:00:00,-0.22,0.51,100980,-8.52,98.8,0.344,0.255,0
2015-11-26 06:00:00,-0.3,0.67,100950,-8.78,98.5,0.375,0.256,0
2015-11-26 07:00:00,-0.46,0.74,101070,-9.17,98.2,0.458,0.254,0
2015-11-26 08:00:00,-0.33,0.71,101060,-9.09,98.3,0.542,3.865,0
2015-11-26 09:00:00,-0.27,0.58,101110,-8.66,98.4,0.625,24.045,0
2015-11-26 10:00:00,-0.36,0.65,101040,-8.05,98.2,0.708,84.402,0
2015-11-26 11:00:00,-0.36,0.73,100960,-6.56,98.3,0.792,162.649,0
2015-11-26 12:00:00,-0.41,0.79,100860,-5.18,99.4,0.875,100.204,0
2015-11-26 13:00:00,-0.17,0.41,100800,-4.71,100,0.917,33.549,0
2015-11-26 14:00:00,0,0.38,100740,-3.83,100,0.958,13.311,0
2015-11-26 15:00:00,-0.48,0.95,100590,-3.16,99.1,1,1.694,0
2015-11-26 16:00:00,-1.08,1.38,100520,-2.2,92.3,1,0.256,0
2015-11-26 17:00:00,-0.83,1.86,100420,-1.97,89.6,1,0.255,0
2015-11-26 18:00:00,-0.83,1.52,100360,-2.31,91.9,1,0.256,0
2015-11-26 19:00:00,-0.72,1.04,100290,-1.66,90.7,0.958,0.253,0
2015-11-26 20:00:00,0.54,0.44,100210,-1.66,95.1,0.917,0.256,0
2015-11-26 21:00:00,-0.3,1.14,100150,-0.07,91.8,0.875,0.254,0
2015-11-26 22:00:00,-0.55,0.9,100010,0.01,94.9,0.833,0.255,0
2015-11-26 23:00:00,-0.95,1.18,99970,0.81,95.1,0.792,0.256,0
2015-11-27 00:00:00,-0.19,0.84,99930,1.12,96.8,0.75,0.256,0
2015-11-27 01:00:00,0.08,0.7,99890,0.49,99.6,0.708,0.256,0
2015-11-27 02:00:00,-0.01,0.59,99910,0.78,99.4,0.667,0.256,0
2015-11-27 03:00:00,-0.17,0.63,99870,0.1,100,0.625,0.256,0
2015-11-27 04:00:00,-0.21,0.71,99860,0.64,100,0.583,0.256,0
2015-11-27 05:00:00,-2.22,1.76,99750,2.71,98.2,0.542,0.256,0
2015-11-27 06:00:00,-2.06,1.7,99640,2.24,99.6,0.5,0.256,0
2015-11-27 07:00:00,-0.39,0.94,99620,1.42,99.9,0.521,0.256,0
2015-11-27 08:00:00,-0.64,1.44,99560,2.09,100,0.542,2.207,0
2015-11-27 09:00:00,-0.48,0.91,99550,2.4,99.9,0.562,26.016,0
2015-11-27 10:00:00,-0.21,0.78,99500,2.29,100,0.583,35.791,0
2015-11-27 11:00:00,-0.3,0.78,99370,1.39,100,0.604,56.327,0
2015-11-27 12:00:00,-0.92,0.26,99290,2.7,99.5,0.625,110.668,0
2015-11-27 13:00:00,0.73,-0.42,99220,3.27,99.3,0.667,38.675,0
2015-11-27 14:00:00,-3.5,0.77,99170,7.71,85.9,0.708,35.398,0
2015-11-27 15:00:00,-2.25,1.68,99110,6.26,90.7,0.75,11.509,0
2015-11-27 16:00:00,-2.94,1.75,99010,6.6,89.2,0.667,0.275,0
2015-11-27 17:00:00,-2.36,1.23,98950,6.16,91.1,0.583,0.255,0
2015-11-27 18:00:00,-2.38,1.26,98850,6.55,88,0.5,0.255,0
2015-11-27 19:00:00,-2.89,2.39,98740,6.3,89.6,0.458,0.255,0
2015-11-27 20:00:00,-2.71,3.13,98680,5.79,93.6,0.417,0.255,0
2015-11-27 21:00:00,-1,2.48,98540,5.88,91.8,0.375,0.255,0
2015-11-27 22:00:00,-0.95,1.28,98630,5.33,95.1,0.333,0.255,0
2015-11-27 23:00:00,-2.28,1.11,98750,5.16,96.8,0.292,0.255,0.1
2015-11-28 00:00:00,-2.08,-0.2,98780,4.33,96.8,0.25,0.255,2.2
2015-11-28 01:00:00,0.28,0.08,98790,1.94,100,0.208,0.255,1.5
2015-11-28 02:00:00,0.52,-0.01,98770,1.88,100,0.167,0.255,0.2
2015-11-28 03:00:00,0.34,0.03,98730,1.6,100,0.125,0.255,0.1
2015-11-28 04:00:00,-0.26,0.42,98690,1.15,100,0.083,0.256,0
2015-11-28 05:00:00,-0.02,0.32,98720,0.53,100,0.042,0.256,0
2015-11-28 06:00:00,-0.19,0.69,98770,0.65,100,0,0.256,0
2015-11-28 07:00:00,-0.14,0.45,98860,0.11,100,0.021,0.256,0
2015-11-28 08:00:00,0.23,0.12,98930,0.12,99.9,0.042,0.905,0
2015-11-28 09:00:00,0.01,0.67,99030,-0.19,97.6,0.062,13.301,0
2015-11-28 10:00:00,0.06,-0.29,99070,-0.18,91.5,0.083,62.591,0.1
2015-11-28 11:00:00,0.46,-0.17,99060,0.65,82.6,0.104,141.162,0
2015-11-28 12:00:00,0.3,-0.62,99080,1.39,71.82,0.125,144.559,0
2015-11-28 13:00:00,0.86,-0.36,99100,1.22,67.19,0.125,96.148,0
2015-11-28 14:00:00,0.38,-0.01,99130,0.1,70.26,0.125,16.762,0
2015-11-28 15:00:00,-0.43,0.8,99160,-2.66,92.1,0.125,4.276,0
2015-11-28 16:00:00,-0.26,0.88,99200,-3.71,95.6,0.125,0.268,0
2015-11-28 17:00:00,-1.06,1.35,99160,-4.21,96.4,0.125,0.256,0
2015-11-28 18:00:00,-0.68,1.07,99110,-4.44,96.7,0.125,0.255,0
2015-11-28 19:00:00,-1.11,2.03,99050,-3.06,91.3,0.198,0.255,0
2015-11-28 20:00:00,-1.63,2.35,98960,-1.9,88.8,0.271,0.256,0
2015-11-28 21:00:00,-2.31,2.82,98790,-1.72,89.2,0.344,0.256,0
2015-11-28 22:00:00,-1.62,2.53,98570,-1.32,89.2,0.417,0.256,0
2015-11-28 23:00:00,-1.37,2.22,98450,-1.45,97.8,0.49,0.256,0.6
2015-11-29 00:00:00,-2.62,3.25,98290,-0.54,99.8,0.562,0.255,0.5
2015-11-29 01:00:00,-3.17,3.66,98210,0.17,100,0.635,0.256,0.1
2015-11-29 02:00:00,-3.18,3.97,98110,0.3,100,0.708,0.256,0.5
2015-11-29 03:00:00,-1.71,2.52,98010,0.23,100,0.781,0.256,0.4
2015-11-29 04:00:00,-1.38,2.02,97910,0.11,100,0.854,0.256,0.5
2015-11-29 05:00:00,-1.96,2.06,97880,0.43,100,0.927,0.256,0.7
2015-11-29 06:00:00,-1.39,1.97,97850,0.75,100,1,0.255,0.1
2015-11-29 07:00:00,-0.94,1.07,97850,0.77,100,0.979,0.256,0.1
2015-11-29 08:00:00,-0.06,0.1,97880,0.33,100,0.958,0.731,0.3
2015-11-29 09:00:00,0.14,0.03,97910,0.07,100,0.938,6.128,0.1
2015-11-29 10:00:00,0.17,0.07,97940,-0.02,100,0.917,22.567,0
2015-11-29 11:00:00,0.6,-0.03,97930,-0.01,95.6,0.896,42.856,0
2015-11-29 12:00:00,-0.21,0.45,97970,-0.24,94.8,0.875,46.75,0
2015-11-29 13:00:00,0.36,0.33,97980,-0.33,95,0.625,65.628,0
2015-11-29 14:00:00,-0.51,0.05,98000,-0.93,90.2,0.375,23.147,0
2015-11-29 15:00:00,-0.16,1,97980,-2.26,94.3,0.125,3.668,0
2015-11-29 16:00:00,-0.44,1.01,97930,-3.43,98.2,0.125,0.267,0
2015-11-29 17:00:00,-0.52,0.92,97860,-4.88,99.8,0.125,0.255,0
2015-11-29 18:00:00,-0.51,0.99,97930,-5.22,99.5,0.125,0.256,0
2015-11-29 19:00:00,-0.74,1.28,97910,-4.68,98.5,0.167,0.256,0
2015-11-29 20:00:00,-0.58,1.04,97890,-5.29,99.7,0.208,0.256,0
2015-11-29 21:00:00,-0.67,1.1,97920,-5.79,99.8,0.25,0.256,0
2015-11-29 22:00:00,-0.65,1.17,97910,-6.24,99.8,0.292,0.256,0
2015-11-29 23:00:00,-0.43,0.83,97950,-6.2,99.6,0.333,0.256,0
2015-11-30 00:00:00,-0.53,1.17,98010,-6.39,99.4,0.375,0.256,0
2015-11-30 01:00:00,-0.51,1.21,98080,-7.25,99.1,0.417,0.256,0
2015-11-30 02:00:00,-0.63,1.31,98160,-7.36,98.8,0.458,0.252,0
2015-11-30 03:00:00,-0.48,0.85,98180,-7.66,98.5,0.5,0.252,0
2015-11-30 04:00:00,-0.45,1.11,98250,-8.02,98.8,0.542,0.254,0
2015-11-30 05:00:00,-0.59,1.17,98330,-8.31,98.2,0.583,0.255,0
2015-11-30 06:00:00,-0.62,1.13,98370,-8.25,98.3,0.625,0.255,0
2015-11-30 07:00:00,-0.38,0.67,98480,-8.02,98.4,0.542,0.254,0
2015-11-30 08:00:00,-0.17,0.58,98610,-7.56,98.7,0.458,1.387,0
2015-11-30 09:00:00,0.77,0.18,98780,-2.54,93.9,0.375,17.192,0
2015-11-30 10:00:00,1.56,0.06,98920,0.04,83.4,0.292,103.188,0
2015-11-30 11:00:00,1.7,-0.2,98980,1.14,72.97,0.208,142.732,0.1
2015-11-30 12:00:00,1.51,-0.24,99050,1.47,64.45,0.125,122.596,0
2015-11-30 13:00:00,1.06,-0.21,99110,1.47,60.98,0.125,90.972,0
2015-11-30 14:00:00,1.16,-0.47,99140,0.81,61.08,0.125,14.033,0
2015-11-30 15:00:00,1.27,-0.23,99080,0.27,67.47,0.125,3.211,0
2015-11-30 16:00:00,1.11,-0.38,99180,-0.05,73.35,0.125,0.268,0
2015-11-30 17:00:00,0.76,-0.13,99230,-0.92,72.85,0.125,0.256,0
2015-11-30 18:00:00,0.37,-0.09,99260,-1.72,72.11,0.125,0.256,0
2015-11-30 19:00:00,0.66,-0.13,99330,-1.67,73.22,0.115,0.256,0
2015-11-30 20:00:00,1.2,-0.07,99360,-0.95,71.9,0.104,0.256,0
2015-11-30 21:00:00,1.19,-0.1,99410,-1.03,72.78,0.094,0.256,0
2015-11-30 22:00:00,1.01,-0.14,99480,-1.23,73.85,0.083,0.256,0
2015-11-30 23:00:00,0.87,-0.05,99560,-1.2,75.34,0.073,0.255,0
2015-12-01 00:00:00,0.68,-0.15,99600,-1.36,74.49,0.062,0.255,0
2015-12-01 01:00:00,1.13,-0.19,99680,-1.13,70.52,0.052,0.256,0
2015-12-01 02:00:00,1.28,-0.31,99760,-0.84,68.06,0.042,0.256,0
2015-12-01 03:00:00,1.63,-0.22,99840,-0.6,69.65,0.031,0.255,0
2015-12-01 04:00:00,1.7,-0.41,99950,-0.44,69.77,0.021,0.256,0
2015-12-01 05:00:00,1.52,-0.24,100090,-0.41,67.91,0.01,0.256,0
2015-12-01 06:00:00,1.06,-0.39,100240,-0.69,66.46,0,0.256,0
2015-12-01 07:00:00,1.55,-0.25,100400,-0.5,65.27,0.021,0.256,0
2015-12-01 08:00:00,1.52,-0.34,100510,-0.6,63.09,0.042,1.692,0
2015-12-01 09:00:00,1.48,-0.22,100640,-0.46,63.3,0.062,27.121,0
2015-12-01 10:00:00,1.78,-0.37,100680,0.29,62.83,0.083,92.581,0
2015-12-01 11:00:00,1.63,-0.39,100770,1.12,58.89,0.104,122.356,0
2015-12-01 12:00:00,1.69,-0.38,100900,1.52,56.7,0.125,124.481,0
2015-12-01 13:00:00,1.57,-0.2,100970,1.46,59.09,0.083,85.856,0
2015-12-01 14:00:00,1.63,-0.27,101040,0.78,60.45,0.042,13.837,0
2015-12-01 15:00:00,1.23,-0.31,101080,0.22,61.63,0,3.455,0
2015-12-01 16:00:00,0.59,-0.32,101120,-0.29,63.96,0.208,0.256,0
2015-12-01 17:00:00,0.7,-0.26,101120,-0.12,64.26,0.417,0.256,0
2015-12-01 18:00:00,0.7,0.2,101250,-0.99,67.79,0.625,0.255,0
2015-12-01 19:00:00,0.75,-0.05,101270,-0.57,67.53,0.656,0.256,0
2015-12-01 20:00:00,0.77,0.7,101390,-0.52,68.58,0.688,0.255,0
2015-12-01 21:00:00,0.71,0.19,101450,-0.35,68.55,0.719,0.256,0
2015-12-01 22:00:00,0.42,0.07,101470,-0.2,67.44,0.75,0.255,0
2015-12-01 23:00:00,0.03,0.07,101450,-2.35,81.1,0.781,0.256,0
2015-12-02 00:00:00,-0.18,0.32,101440,-3.59,88.3,0.812,0.256,0
2015-12-02 01:00:00,-0.45,0.72,101420,-3.97,88.6,0.844,0.255,0
2015-12-02 02:00:00,-0.44,0.98,101430,-3.76,88,0.875,0.256,0
2015-12-02 03:00:00,-0.17,0.39,101440,-3.29,88.2,0.906,0.256,0
2015-12-02 04:00:00,-0.38,0.92,101440,-2.98,87.7,0.938,0.256,0
2015-12-02 05:00:00,-0.81,0.85,101370,-2.62,87.5,0.969,0.256,0
2015-12-02 06:00:00,-0.99,1.01,101300,-1.81,82.7,1,0.256,0.1
2015-12-02 07:00:00,-0.29,0.78,101240,-2.5,95.8,0.979,0.256,0.6
2015-12-02 08:00:00,-0.89,0.78,101150,-2.34,99,0.958,0.378,0.7
2015-12-02 09:00:00,-0.17,0.28,101100,-2.46,100,0.938,1.807,0.4
2015-12-02 10:00:00,0.39,0.15,101020,-2.25,100,0.917,7.88,0.2
2015-12-02 11:00:00,0.36,0.02,100860,-1.98,100,0.896,11.487,0.1
2015-12-02 12:00:00,0.65,0.63,100760,-1.61,100,0.875,15.065,0
2015-12-02 13:00:00,-1.04,1.05,100670,-1.12,100,0.917,15.708,0
2015-12-02 14:00:00,-0.51,1.24,100610,-1.09,100,0.958,5.496,0
2015-12-02 15:00:00,-0.49,0.56,100630,-0.82,100,1,1.302,0
2015-12-02 16:00:00,-0.24,0.83,100560,-0.56,100,0.958,0.256,0
2015-12-02 17:00:00,-0.43,0.34,100590,-0.35,100,0.917,0.256,0
2015-12-02 18:00:00,-0.17,0.05,100630,-0.2,100,0.875,0.256,0
2015-12-02 19:00:00,-0.42,0.27,100700,-0.13,100,0.885,0.256,0
2015-12-02 20:00:00,-0.16,0.39,100770,-0.17,100,0.896,0.256,0
2015-12-02 21:00:00,-0.28,0.35,100840,-0.22,100,0.906,0.256,0
2015-12-02 22:00:00,0,0,100990,-0.3,100,0.917,0.256,0
2015-12-02 23:00:00,0,0,101110,-0.45,100,0.927,0.255,0
2015-12-03 00:00:00,0,0,101190,-2.57,100,0.938,0.256,0
2015-12-03 01:00:00,0,0,101290,-4.1,100,0.948,0.256,0
2015-12-03 02:00:00,0,0,101370,-5.3,100,0.958,0.256,0
2015-12-03 03:00:00,0,0,101410,-5.56,99.9,0.969,0.256,0
2015-12-03 04:00:00,0,0,101420,-5.84,99.7,0.979,0.255,0
2015-12-03 05:00:00,0,0,101470,-5.12,100,0.99,0.254,0
2015-12-03 06:00:00,0,0,101560,-6.5,99.6,1,0.254,0
2015-12-03 07:00:00,0,0,101620,-5.69,99.9,1,0.253,0
2015-12-03 08:00:00,0,0,101730,-6.17,99.7,1,0.935,0
2015-12-03 09:00:00,0,0,101780,-5.87,99.9,1,15.082,0
2015-12-03 10:00:00,0,0,101840,-5.24,99.9,1,36.088,0
2015-12-03 11:00:00,0,0,101870,-5.26,99.9,1,57.502,0
2015-12-03 12:00:00,0,0,101870,-5.52,99.9,1,49.874,0
2015-12-03 13:00:00,0,0,101890,-4.3,100,1,35.783,0
2015-12-03 14:00:00,0,0,101890,-3.9,100,1,14.497,0
2015-12-03 15:00:00,0,0,101940,-5.08,100,1,2.05,0
2015-12-03 16:00:00,0,0,101920,-6,99.8,1,0.256,0
2015-12-03 17:00:00,0,0,101930,-7.11,99.3,1,0.253,0
2015-12-03 18:00:00,0,0,101920,-7.51,99.2,1,0.255,0
2015-12-03 19:00:00,0,0,101880,-7.16,99.3,1,0.253,0
2015-12-03 20:00:00,0,0,101840,-5.88,99.8,1,0.256,0
2015-12-03 21:00:00,0,0,101720,-5.7,100,1,0.256,0
2015-12-03 22:00:00,0,0,101580,-5.04,100,1,0.25,0
2015-12-03 23:00:00,0,0,101460,-3.88,99.7,1,0.252,0
2015-12-04 00:00:00,0,0,101270,-2.98,99.5,1,0.252,1
2015-12-04 01:00:00,0,0,101050,-2.99,100,1,0.256,0.8
2015-12-04 02:00:00,0,0,100810,-2.41,100,1,0.256,2
2015-12-04 03:00:00,0,0,100500,-1.96,100,1,0.254,1.8
2015-12-04 04:00:00,0,0,100170,-1.85,100,1,0.256,1.4
2015-12-04 05:00:00,0,0,99880,-1.85,100,1,0.256,1.4
2015-12-04 06:00:00,0,0,99640,-1.78,100,1,0.254,2
2015-12-04 07:00:00,0,0,99450,-1.94,100,0.875,0.254,0.9
2015-12-04 08:00:00,0,0,99360,-1.86,100,0.75,0.256,1.4
2015-12-04 09:00:00,0,0,99350,-2.02,100,0.625,0.899,1.8
2015-12-04 10:00:00,0,0,99400,-2.85,100,0.5,3.768,0.9
2015-12-04 11:00:00,0,0,99480,-2.39,99.3,0.375,10.724,0
2015-12-04 12:00:00,0.21,-0.01,99640,-0.88,93.3,0.25,44.711,0.1
2015-12-04 13:00:00,1.46,-0.42,99830,0.39,87.7,0.208,46.708,0.1
2015-12-04 14:00:00,1.09,-0.1,99990,0.68,86.7,0.167,5.784,0
2015-12-04 15:00:00,0.89,0.22,100080,0.64,84.5,0.125,1.461,0
2015-12-04 16:00:00,-0.52,1.02,100220,-3,95.8,0.167,0.256,0
2015-12-04 17:00:00,-0.69,1.52,100270,-4.78,99.6,0.208,0.255,0
2015-12-04 18:00:00,-0.4,1.03,100380,-6.23,99.7,0.25,0.256,0
2015-12-04 19:00:00,-0.45,1.25,100410,-4.16,98.6,0.312,0.253,0
2015-12-04 20:00:00,-0.47,1.13,100410,-2.57,93.8,0.375,0.256,0
2015-12-04 21:00:00,-1.15,1.38,100340,-2.26,96.5,0.438,0.253,0
2015-12-04 22:00:00,-1.83,1.41,100200,-0.94,93.8,0.5,0.254,0
2015-12-04 23:00:00,-0.57,0.57,100020,-0.53,93.9,0.562,0.256,0
2015-12-05 00:00:00,-0.7,0.96,99860,-0.28,94.3,0.625,0.255,0
2015-12-05 01:00:00,-0.54,1.33,99710,-0.03,96.7,0.688,0.255,0
2015-12-05 02:00:00,-2.28,1.7,99500,0.46,99.6,0.75,0.256,0.2
