datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Cloud_Cover_decimalFraction,Surface_Level_Barometric_Pressure_pascal
2010-04-08 01:30:00,0.822820150458167,5.39,86.625,0.854,1,102456.2
2010-04-08 01:40:00,0.945932344303756,5.58,86.458,1.234,1,102454.6
2010-04-08 01:50:00,1.06986447739889,5.76,86.292,1.614,1,102452.9
2010-04-08 02:00:00,1.19326443004055,5.95,86.125,1.993,1,102451.3
2010-04-08 02:10:00,1.29726982544111,6.09,85.833,2.333,1,102449.6
2010-04-08 02:20:00,1.3415084792874,6.1,85.167,2.555,1,102447.9
2010-04-08 02:30:00,1.38653885628929,6.1,84.5,2.776,1,102446.3
2010-04-08 02:40:00,1.43104437387525,6.11,83.833,2.997,1,102444.6
2010-04-08 02:50:00,1.47566188539245,6.11,83.167,3.219,1,102442.9
2010-04-08 03:00:00,1.52038153106383,6.12,82.5,3.44,1,102441.2
2010-04-08 03:10:00,1.5685525174504,6.11,81.708,3.543,1,102440
2010-04-08 03:20:00,1.62513076396947,6.08,80.542,3.29,1,102440
2010-04-08 03:30:00,1.68150230448846,6.05,79.375,3.037,1,102440
2010-04-08 03:40:00,1.73832217957432,6.02,78.208,2.785,1,102440
2010-04-08 03:50:00,1.79484400436361,5.99,77.042,2.532,1,102440
2010-04-08 04:00:00,1.85173648233219,5.95,75.875,2.279,1,102440
2010-04-08 04:10:00,1.90486351217089,5.9,74.917,2.084,1,102440.8
2010-04-08 04:20:00,1.9486243865866,5.76,74.583,2.058,1,102444.2
2010-04-08 04:30:00,1.99318890223682,5.63,74.25,2.033,1,102447.5
2010-04-08 04:40:00,2.03683111720142,5.5,73.917,2.007,1,102450.8
2010-04-08 04:50:00,2.0806885879439,5.36,73.583,1.982,1,102454.2
2010-04-08 05:00:00,2.12525857250359,5.23,73.25,1.956,1,102457.5
2010-04-08 05:10:00,2.14754487729593,5.14,72.833,3.003,1,102460.4
2010-04-08 05:20:00,2.10716302169528,5.19,72.167,7.269,1,102462.1
2010-04-08 05:30:00,2.06588697657931,5.23,71.5,11.534,1,102463.8
2010-04-08 05:40:00,2.02501604931912,5.28,70.833,15.8,1,102465.4
2010-04-08 05:50:00,1.9839380030636,5.33,70.167,20.065,1,102467.1
2010-04-08 06:00:00,1.94249041181675,5.38,69.5,24.331,1,102468.8
2010-04-08 06:10:00,1.90654478048642,5.42,68.875,29.206,1,102470
2010-04-08 06:20:00,1.88577013445436,5.47,68.375,35.909,1,102470
2010-04-08 06:30:00,1.86491420714198,5.52,67.875,42.612,1,102470
2010-04-08 06:40:00,1.84347199599018,5.57,67.375,49.316,1,102470
2010-04-08 06:50:00,1.82312835532773,5.62,66.875,56.019,1,102470
2010-04-08 07:00:00,1.80206326193061,5.66,66.375,62.722,1,102470
2010-04-08 07:10:00,1.80902294070584,5.74,65.75,71.381,0.99,102469.2
2010-04-08 07:20:00,1.89863977626089,5.89,64.75,85.906,0.95,102465.8
2010-04-08 07:30:00,1.98922949907747,6.03,63.75,100.431,0.91,102462.5
2010-04-08 07:40:00,2.07930204636075,6.18,62.75,114.956,0.86,102459.2
2010-04-08 07:50:00,2.16939738176296,6.33,61.75,129.481,0.82,102455.8
2010-04-08 08:00:00,2.26015331338385,6.48,60.75,144.006,0.78,102452.5
2010-04-08 08:10:00,2.36460673263019,6.62,59.917,162.65,0.74,102449.6
2010-04-08 08:20:00,2.51426032860561,6.76,59.583,193.65,0.7,102447.9
2010-04-08 08:30:00,2.66318305792148,6.89,59.25,224.65,0.66,102446.3
2010-04-08 08:40:00,2.81290348216927,7.02,58.917,255.65,0.61,102444.6
2010-04-08 08:50:00,2.96188672977209,7.16,58.583,286.65,0.57,102442.9
2010-04-08 09:00:00,3.11100562519581,7.29,58.25,317.65,0.53,102441.2
2010-04-08 09:10:00,3.26418642237235,7.43,57.958,348.175,0.49,102439.6
2010-04-08 09:20:00,3.42856136010426,7.58,57.792,377.275,0.45,102437.9
2010-04-08 09:30:00,3.59328262178193,7.73,57.625,406.375,0.41,102436.2
2010-04-08 09:40:00,3.75807424088455,7.88,57.458,435.475,0.36,102434.6
2010-04-08 09:50:00,3.92220371729975,8.03,57.292,464.575,0.32,102432.9
2010-04-08 10:00:00,4.08617828783816,8.18,57.125,493.675,0.28,102431.2
2010-04-08 10:10:00,4.22170226330564,8.34,56.458,519.317,0.25,102427.9
2010-04-08 10:20:00,4.26901979381684,8.56,54.292,534.583,0.26,102419.6
2010-04-08 10:30:00,4.31650842695807,8.77,52.125,549.85,0.27,102411.3
2010-04-08 10:40:00,4.36354213913422,8.99,49.958,565.117,0.27,102402.9
2010-04-08 10:50:00,4.41008310579291,9.2,47.792,580.383,0.28,102394.6
2010-04-08 11:00:00,4.45750513179738,9.42,45.625,595.65,0.29,102386.2
2010-04-08 11:10:00,4.49925293798871,9.6,43.958,608.046,0.3,102378.7
2010-04-08 11:20:00,4.52317808625749,9.69,43.792,611.829,0.3,102373.7
2010-04-08 11:30:00,4.54799406332066,9.77,43.625,615.612,0.31,102368.8
2010-04-08 11:40:00,4.57237673425977,9.86,43.458,619.396,0.32,102363.8
2010-04-08 11:50:00,4.59630688705617,9.94,43.292,623.179,0.32,102358.8
2010-04-08 12:00:00,4.6203875378587,10.03,43.125,626.962,0.33,102353.7
2010-04-08 12:10:00,4.63556102322038,10.09,43.083,627.608,0.34,102347.9
2010-04-08 12:20:00,4.62274647801499,10.1,43.417,618.842,0.35,102339.6
2010-04-08 12:30:00,4.61032460896193,10.12,43.75,610.075,0.35,102331.2
2010-04-08 12:40:00,4.5976728896258,10.13,44.083,601.308,0.36,102322.9
2010-04-08 12:50:00,4.58562155001915,10.14,44.417,592.542,0.37,102314.6
2010-04-08 13:00:00,4.57202384070775,10.15,44.75,583.775,0.37,102306.2
2010-04-08 13:10:00,4.56611979693919,10.14,45.167,568.362,0.39,102298.7
2010-04-08 13:20:00,4.57743530811742,10.09,45.833,533.013,0.42,102293.8
2010-04-08 13:30:00,4.58903323152056,10.02,46.5,497.663,0.46,102288.8
2010-04-08 13:40:00,4.60067918898938,9.96,47.167,462.312,0.49,102283.8
2010-04-08 13:50:00,4.61186860177087,9.91,47.833,426.962,0.53,102278.7
2010-04-08 14:00:00,4.62311345307467,9.84,48.5,391.612,0.56,102273.7
2010-04-08 14:10:00,4.62874723872453,9.76,49.25,359.863,0.6,102268.3
2010-04-08 14:20:00,4.61767528091788,9.59,50.25,338.913,0.63,102261.7
2010-04-08 14:30:00,4.60526655037469,9.43,51.25,317.962,0.66,102255
2010-04-08 14:40:00,4.59368142125681,9.26,52.25,297.012,0.7,102248.3
2010-04-08 14:50:00,4.581817325036,9.1,53.25,276.062,0.73,102241.7
2010-04-08 15:00:00,4.5698266925563,8.93,54.25,255.113,0.77,102235
2010-04-08 15:10:00,4.56287727207296,8.76,55.458,234.392,0.8,102228.3
2010-04-08 15:20:00,4.57197834640542,8.57,57.292,214.358,0.84,102221.7
2010-04-08 15:30:00,4.58039299623952,8.38,59.125,194.325,0.87,102215
2010-04-08 15:40:00,4.58921093435462,8.19,60.958,174.292,0.91,102208.3
2010-04-08 15:50:00,4.59738284244417,8,62.792,154.258,0.94,102201.7
2010-04-08 16:00:00,4.60689743753863,7.8,64.625,134.225,0.97,102195
2010-04-08 16:10:00,4.59100969286714,7.63,66.292,116.472,1,102190
2010-04-08 16:20:00,4.50014055336053,7.53,67.458,105.56,1,102190
2010-04-08 16:30:00,4.4107999274508,7.42,68.625,94.649,1,102190
2010-04-08 16:40:00,4.32007824003223,7.32,69.792,83.737,1,102190
2010-04-08 16:50:00,4.23018675710659,7.21,70.958,72.825,1,102190
2010-04-08 17:00:00,4.14025530613753,7.11,72.125,61.914,1,102190
2010-04-08 17:10:00,4.05786372368516,7.01,73.083,52.352,1,102189.6
2010-04-08 17:20:00,3.99808279053849,6.93,73.417,46.838,1,102187.9
2010-04-08 17:30:00,3.93842214598689,6.86,73.75,41.325,1,102186.2
2010-04-08 17:40:00,3.87875302126856,6.78,74.083,35.812,1,102184.6
2010-04-08 17:50:00,3.81912372148376,6.7,74.417,30.298,1,102182.9
2010-04-08 18:00:00,3.7597905526771,6.63,74.75,24.785,1,102181.2
2010-04-08 18:10:00,3.69888699475937,6.55,75.167,19.966,1,102178.3
2010-04-08 18:20:00,3.63437271066136,6.49,75.833,17.229,1,102171.7
2010-04-08 18:30:00,3.56999103640331,6.42,76.5,14.492,1,102165
2010-04-08 18:40:00,3.50521497200956,6.35,77.167,11.756,1,102158.3
2010-04-08 18:50:00,3.44090700252128,6.29,77.833,9.019,1,102151.7
2010-04-08 19:00:00,3.37636505727683,6.22,78.5,6.283,1,102145
2010-04-08 19:10:00,3.3402193041775,6.14,79.042,4.075,1,102138.8
2010-04-08 19:20:00,3.39168409495932,6.03,79.208,3.456,1,102133.8
2010-04-08 19:30:00,3.44209020799862,5.93,79.375,2.837,1,102128.7
2010-04-08 19:40:00,3.49258442990288,5.82,79.542,2.218,1,102123.7
2010-04-08 19:50:00,3.54381898521919,5.71,79.708,1.599,1,102118.8
2010-04-08 20:00:00,3.59369447783197,5.6,79.875,0.979,1,102113.8
2010-04-08 20:10:00,3.60212617769006,5.5,80.292,0.494,1,102108.3
2010-04-08 20:20:00,3.48250053840628,5.41,81.458,0.408,1,102101.7
2010-04-08 20:30:00,3.36311076237462,5.33,82.625,0.322,1,102095
2010-04-08 20:40:00,3.24393649752889,5.24,83.792,0.236,1,102088.3
2010-04-08 20:50:00,3.12431784554645,5.15,84.958,0.15,1,102081.7
2010-04-08 21:00:00,3.00541461365982,5.06,86.125,0.064,1,102075
2010-04-08 21:10:00,2.9133942404007,4.98,87.167,0,1,102069.2
2010-04-08 21:20:00,2.9013598535859,4.9,87.833,0,1,102065.8
2010-04-08 21:30:00,2.88854634721342,4.82,88.5,0,1,102062.5
2010-04-08 21:40:00,2.87702971830324,4.74,89.167,0,1,102059.2
2010-04-08 21:50:00,2.86481639900361,4.66,89.833,0,1,102055.8
2010-04-08 22:00:00,2.85290869114313,4.58,90.5,0,1,102052.5
2010-04-08 22:10:00,2.84557094446791,4.51,91.083,0,1,102047.9
2010-04-08 22:20:00,2.8492384947561,4.46,91.417,0,1,102039.6
2010-04-08 22:30:00,2.8541983112601,4.41,91.75,0,1,102031.2
2010-04-08 22:40:00,2.85838170998906,4.36,92.083,0,1,102022.9
2010-04-08 22:50:00,2.8628749536087,4.31,92.417,0,1,102014.6
2010-04-08 23:00:00,2.86763770375548,4.26,92.75,0,1,102006.2
2010-04-08 23:10:00,2.91589368804831,4.21,93,0,1,101998.3
2010-04-08 23:20:00,3.09373964644732,4.19,93,0,1,101991.7
2010-04-08 23:30:00,3.27172187081971,4.16,93,0,1,101985
2010-04-08 23:40:00,3.45051648307902,4.14,93,0,1,101978.3
2010-04-08 23:50:00,3.6277213233654,4.11,93,0,1,101971.7
2010-04-09 00:00:00,3.80623173230427,4.09,93,0,1,101965
2010-04-09 00:10:00,3.92651053736011,4.06,93.042,0.019,1,101958.3
2010-04-09 00:20:00,3.87237304504615,4.02,93.208,0.095,1,101951.7
2010-04-09 00:30:00,3.81813828979517,3.97,93.375,0.171,1,101945
2010-04-09 00:40:00,3.76438746677331,3.93,93.542,0.247,1,101938.3
2010-04-09 00:50:00,3.71019258260269,3.89,93.708,0.323,1,101931.7
2010-04-09 01:00:00,3.65591917306715,3.84,93.875,0.399,1,101925
2010-04-09 01:10:00,3.5550808710914,3.8,94,0.457,1,101917.9
2010-04-09 01:20:00,3.31308934379983,3.74,94,0.463,1,101909.6
2010-04-09 01:30:00,3.07066898248574,3.67,94,0.469,1,101901.3
2010-04-09 01:40:00,2.82824415494844,3.62,94,0.474,1,101892.9
2010-04-09 01:50:00,2.5855482977504,3.55,94,0.48,1,101884.6
2010-04-09 02:00:00,2.34413331532146,3.5,94,0.486,1,101876.3
2010-04-09 02:10:00,2.15606771693284,3.44,94.042,0.485,1,101867.9
2010-04-09 02:20:00,2.13067336774082,3.39,94.208,0.467,1,101859.6
2010-04-09 02:30:00,2.10575592127863,3.34,94.375,0.449,1,101851.3
2010-04-09 02:40:00,2.08043841533461,3.29,94.542,0.431,1,101842.9
2010-04-09 02:50:00,2.05561864167457,3.24,94.708,0.413,1,101834.6
2010-04-09 03:00:00,2.03040710203644,3.19,94.875,0.395,1,101826.3
2010-04-09 03:10:00,2.03662465859569,3.14,95,0.404,1,101818.3
2010-04-09 03:20:00,2.13363188015178,3.11,95,0.496,1,101811.7
2010-04-09 03:30:00,2.23063981852741,3.07,95,0.587,1,101805
2010-04-09 03:40:00,2.3278412746577,3.04,95,0.679,1,101798.3
2010-04-09 03:50:00,2.42517318969182,3,95,0.771,1,101791.7
2010-04-09 04:00:00,2.52220419474713,2.97,95,0.862,1,101785
2010-04-09 04:10:00,2.59925066124835,2.93,95,0.937,1,101778.7
2010-04-09 04:20:00,2.61802864766603,2.91,95,0.961,1,101773.7
2010-04-09 04:30:00,2.63607833722748,2.88,95,0.985,1,101768.8
2010-04-09 04:40:00,2.65538622426192,2.85,95,1.009,1,101763.8
2010-04-09 04:50:00,2.67334247712485,2.83,95,1.033,1,101758.8
2010-04-09 05:00:00,2.69240598721664,2.8,95,1.057,1,101753.7
2010-04-09 05:10:00,2.676731215494,2.78,95,1.38,1,101750
2010-04-09 05:20:00,2.55894118728821,2.77,95,2.601,1,101750
2010-04-09 05:30:00,2.44238776610103,2.75,95,3.822,1,101750
2010-04-09 05:40:00,2.32462685177643,2.74,95,5.043,1,101750
2010-04-09 05:50:00,2.2068241887382,2.73,95,6.264,1,101750
2010-04-09 06:00:00,2.09017224170641,2.72,95,7.484,1,101750
2010-04-09 06:10:00,1.98746320720661,2.71,95,8.97,1,101749.6
2010-04-09 06:20:00,1.9283093631469,2.71,95,11.252,1,101747.9
2010-04-09 06:30:00,1.86948388599635,2.72,95,13.534,1,101746.2
2010-04-09 06:40:00,1.81004806566014,2.72,95,15.815,1,101744.6
2010-04-09 06:50:00,1.75101627633783,2.72,95,18.097,1,101742.9
2010-04-09 07:00:00,1.69243079622181,2.73,95,20.379,1,101741.3
2010-04-09 07:10:00,1.61936067631643,2.74,95,23.526,1,101740.4
2010-04-09 07:20:00,1.50314137724966,2.79,95,29.271,1,101742.1
2010-04-09 07:30:00,1.38694772792633,2.84,95,35.016,1,101743.8
2010-04-09 07:40:00,1.27004960533044,2.89,95,40.761,1,101745.4
2010-04-09 07:50:00,1.15459473409504,2.94,95,46.506,1,101747.1
2010-04-09 08:00:00,1.03849891670622,2.99,95,52.251,1,101748.7
2010-04-09 08:10:00,0.960752309390927,3.06,95,57.845,1,101750.4
2010-04-09 08:20:00,0.997481829408436,3.16,95,62.985,1,101752.1
2010-04-09 08:30:00,1.03500772943974,3.26,95,68.125,1,101753.8
2010-04-09 08:40:00,1.07224670668648,3.36,95,73.265,1,101755.4
2010-04-09 08:50:00,1.10908295451693,3.46,95,78.405,1,101757.1
2010-04-09 09:00:00,1.14652169626222,3.56,95,83.545,1,101758.7
2010-04-09 09:10:00,1.18681801469307,3.65,95.042,86.704,1,101760
2010-04-09 09:20:00,1.23765988866086,3.69,95.208,83.921,1,101760
2010-04-09 09:30:00,1.28880914025313,3.73,95.375,81.138,1,101760
2010-04-09 09:40:00,1.33972012002507,3.78,95.542,78.354,1,101760
2010-04-09 09:50:00,1.39064445492009,3.82,95.708,75.571,1,101760
2010-04-09 10:00:00,1.44160362097215,3.86,95.875,72.787,1,101760
2010-04-09 10:10:00,1.45246617860796,3.86,96,73.954,1,101760.8
2010-04-09 10:20:00,1.34408519075243,3.71,96,86.971,1,101764.2
2010-04-09 10:30:00,1.23550799268965,3.58,96,99.988,1,101767.5
2010-04-09 10:40:00,1.12675685043402,3.44,96,113.004,1,101770.8
2010-04-09 10:50:00,1.0173426168209,3.29,96,126.021,1,101774.2
2010-04-09 11:00:00,0.908370519116511,3.16,96,139.037,1,101777.5
2010-04-09 11:10:00,0.855089469003098,3.11,96,149.604,1,101780
2010-04-09 11:20:00,0.964867348395623,3.35,96,152.821,1,101780
2010-04-09 11:30:00,1.0754445592405,3.59,96,156.038,1,101780
2010-04-09 11:40:00,1.18633932751132,3.83,96,159.254,1,101780
2010-04-09 11:50:00,1.29614235329303,4.07,96,162.471,1,101780
2010-04-09 12:00:00,1.40711122517021,4.31,96,165.688,1,101780
2010-04-09 12:10:00,1.50902120594775,4.46,96,166.975,1,101780.8
2010-04-09 12:20:00,1.58492428841254,4.33,96,162.475,1,101784.2
2010-04-09 12:30:00,1.66096267266908,4.2,96,157.975,1,101787.5
2010-04-09 12:40:00,1.7372268130558,4.07,96,153.475,1,101790.8
2010-04-09 12:50:00,1.8140253581469,3.94,96,148.975,1,101794.2
2010-04-09 13:00:00,1.88952904185143,3.81,96,144.475,1,101797.5
2010-04-09 13:10:00,1.93365069234337,3.73,95.958,140.342,1,101801.7
2010-04-09 13:20:00,1.88181322133734,3.81,95.792,137.308,1,101808.3
2010-04-09 13:30:00,1.82881628382952,3.89,95.625,134.275,1,101815
2010-04-09 13:40:00,1.77676025394537,3.98,95.458,131.242,1,101821.7
2010-04-09 13:50:00,1.72421170393893,4.06,95.292,128.208,1,101828.3
2010-04-09 14:00:00,1.67208911245783,4.14,95.125,125.175,1,101835
2010-04-09 14:10:00,1.64837040740241,4.19,95.042,120.104,1,101841.2
2010-04-09 14:20:00,1.70847885559055,4.13,95.208,108.921,1,101846.3
2010-04-09 14:30:00,1.76967172096974,4.07,95.375,97.737,1,101851.3
2010-04-09 14:40:00,1.82975681444284,4.01,95.542,86.554,1,101856.2
2010-04-09 14:50:00,1.88992804095817,3.95,95.708,75.371,1,101861.2
2010-04-09 15:00:00,1.95060221470191,3.89,95.875,64.188,1,101866.2
2010-04-09 15:10:00,2.04620282474636,3.85,96,55.046,1,101871.7
2010-04-09 15:20:00,2.2446995344589,3.85,96,52.029,1,101878.3
2010-04-09 15:30:00,2.44432608299302,3.85,96,49.013,1,101885
2010-04-09 15:40:00,2.64384001028807,3.85,96,45.996,1,101891.7
2010-04-09 15:50:00,2.84339673629974,3.85,96,42.979,1,101898.3
2010-04-09 16:00:00,3.04273051715067,3.85,96,39.962,1,101905
2010-04-09 16:10:00,3.1871255074126,3.84,96,37.183,1,101911.7
2010-04-09 16:20:00,3.16900299778968,3.81,96,35.115,1,101918.3
2010-04-09 16:30:00,3.14988650589192,3.78,96,33.046,1,101925
2010-04-09 16:40:00,3.131847378146,3.75,96,30.978,1,101931.7
2010-04-09 16:50:00,3.11300256986723,3.72,96,28.91,1,101938.3
2010-04-09 17:00:00,3.09498303711022,3.68,96,26.841,1,101945
2010-04-09 17:10:00,3.09350044448033,3.64,95.958,24.919,1,101952.9
2010-04-09 17:20:00,3.144279408704,3.58,95.792,23.434,1,101964.6
2010-04-09 17:30:00,3.19481141853475,3.51,95.625,21.949,1,101976.3
2010-04-09 17:40:00,3.24512819469432,3.44,95.458,20.464,1,101987.9
2010-04-09 17:50:00,3.29534945036183,3.38,95.292,18.979,1,101999.6
2010-04-09 18:00:00,3.34592438647379,3.31,95.125,17.494,1,102011.2
2010-04-09 18:10:00,3.41791530029637,3.26,94.958,15.848,1,102021.7
2010-04-09 18:20:00,3.55396131098806,3.24,94.792,13.72,1,102028.3
2010-04-09 18:30:00,3.68931999154316,3.22,94.625,11.592,1,102035
2010-04-09 18:40:00,3.82550414978209,3.2,94.458,9.463,1,102041.7
2010-04-09 18:50:00,3.96083223578076,3.18,94.292,7.335,1,102048.3
2010-04-09 19:00:00,4.09718928047021,3.16,94.125,5.207,1,102055
2010-04-09 19:10:00,4.17781868922049,3.14,94.042,3.463,1,102061.7
2010-04-09 19:20:00,4.09470450704321,3.08,94.208,2.872,1,102068.3
2010-04-09 19:30:00,4.01042653591859,3.03,94.375,2.281,1,102075
2010-04-09 19:40:00,3.92624311524388,2.97,94.542,1.69,1,102081.7
2010-04-09 19:50:00,3.84244011013835,2.92,94.708,1.099,1,102088.3
2010-04-09 20:00:00,3.758459790925,2.86,94.875,0.507,1,102095
2010-04-09 20:10:00,3.7102821995099,2.82,94.958,0.061,1,102100.4
2010-04-09 20:20:00,3.76725589786518,2.81,94.792,0.051,1,102102.1
2010-04-09 20:30:00,3.8245440251094,2.8,94.625,0.04,1,102103.8
2010-04-09 20:40:00,3.88106029327038,2.79,94.458,0.029,1,102105.4
2010-04-09 20:50:00,3.93813001308997,2.78,94.292,0.019,1,102107.1
2010-04-09 21:00:00,3.99551473530007,2.77,94.125,0.008,1,102108.7
2010-04-09 21:10:00,4.0397327881928,2.75,94,0,1,102110.8
2010-04-09 21:20:00,4.04818638404903,2.73,94,0,1,102114.2
2010-04-09 21:30:00,4.05578130574123,2.71,94,0,1,102117.5
2010-04-09 21:40:00,4.06430559874624,2.69,94,0,1,102120.8
2010-04-09 21:50:00,4.07196819732178,2.67,94,0,1,102124.2
2010-04-09 22:00:00,4.07966371163114,2.65,94,0,1,102127.5
2010-04-09 22:10:00,4.0973944159673,2.62,94,0,1,102130.4
2010-04-09 22:20:00,4.14336602293353,2.57,94,0,1,102132.1
2010-04-09 22:30:00,4.18870922839005,2.53,94,0,1,102133.7
2010-04-09 22:40:00,4.2340793568378,2.48,94,0,1,102135.4
2010-04-09 22:50:00,4.28035570951761,2.44,94,0,1,102137.1
2010-04-09 23:00:00,4.32550956535759,2.39,94,0,1,102138.8
2010-04-09 23:10:00,4.38239717506298,2.36,94,0,1,102140.4
2010-04-09 23:20:00,4.47135460459132,2.35,94,0,1,102142.1
2010-04-09 23:30:00,4.55941498440315,2.35,94,0,1,102143.8
2010-04-09 23:40:00,4.64835508540387,2.34,94,0,1,102145.4
2010-04-09 23:50:00,4.7371186390041,2.34,94,0,1,102147.1
2010-04-10 00:00:00,4.82501502588334,2.33,94,0,1,102148.7
2010-04-10 00:10:00,4.93410792342446,2.31,94,0.006,1,102151.3
2010-04-10 00:20:00,5.10162101689257,2.25,94,0.03,1,102156.2
2010-04-10 00:30:00,5.26936447780944,2.19,94,0.054,1,102161.2
2010-04-10 00:40:00,5.4369322232303,2.12,94,0.078,1,102166.2
2010-04-10 00:50:00,5.60534254082656,2.06,94,0.102,1,102171.3
2010-04-10 01:00:00,5.7731634309103,2,94,0.126,1,102176.3
2010-04-10 01:10:00,5.86348053633676,1.92,94.042,0.15,1,102181.7
2010-04-10 01:20:00,5.72305591445689,1.8,94.208,0.172,1,102188.3
2010-04-10 01:30:00,5.58165074149216,1.68,94.375,0.194,1,102195
2010-04-10 01:40:00,5.44023712718481,1.56,94.542,0.216,1,102201.7
2010-04-10 01:50:00,5.2998759419443,1.44,94.708,0.238,1,102208.3
2010-04-10 02:00:00,5.1585390373632,1.32,94.875,0.26,1,102215
2010-04-10 02:10:00,5.05083795028112,1.22,95,0.265,1,102222.5
2010-04-10 02:20:00,5.041,1.18,95,0.219,1,102232.5
2010-04-10 02:30:00,5.03084128153533,1.14,95,0.173,1,102242.5
2010-04-10 02:40:00,5.02137232238359,1.09,95,0.127,1,102252.5
2010-04-10 02:50:00,5.01155075799897,1.05,95,0.081,1,102262.5
2010-04-10 03:00:00,5.00248038476914,1.01,95,0.035,1,102272.5
2010-04-10 03:10:00,4.98589620830599,0.99,95.042,0,1,102282.5
2010-04-10 03:20:00,4.94712239589845,1.01,95.208,0,1,102292.5
2010-04-10 03:30:00,4.90892951670728,1.03,95.375,0,1,102302.5
2010-04-10 03:40:00,4.87013439239617,1.06,95.542,0,1,102312.5
2010-04-10 03:50:00,4.83204356354535,1.08,95.708,0,1,102322.5
2010-04-10 04:00:00,4.79341423204797,1.1,95.875,0,1,102332.5
2010-04-10 04:10:00,4.75472817309255,1.13,96,0,1,102342.5
2010-04-10 04:20:00,4.7157876330471,1.17,96,0,1,102352.5
2010-04-10 04:30:00,4.67710006307327,1.2,96,0,1,102362.5
2010-04-10 04:40:00,4.63804150477332,1.24,96,0,1,102372.5
2010-04-10 04:50:00,4.59927385572984,1.28,96,0,1,102382.5
2010-04-10 05:00:00,4.55999035086698,1.31,96,0,1,102392.5
2010-04-10 05:10:00,4.55271007203402,1.34,96,0.267,1,102402.9
2010-04-10 05:20:00,4.63840414366838,1.33,96,1.334,1,102414.6
2010-04-10 05:30:00,4.72553288000412,1.33,96,2.402,1,102426.2
2010-04-10 05:40:00,4.81185463205197,1.32,96,3.469,1,102437.9
2010-04-10 05:50:00,4.89747383862334,1.32,96,4.537,1,102449.6
2010-04-10 06:00:00,4.98436455328059,1.31,96,5.604,1,102461.3
2010-04-10 06:10:00,5.03650394619125,1.31,96,7.1,1,102472.5
2010-04-10 06:20:00,4.98416131360132,1.33,96,9.881,1,102482.5
2010-04-10 06:30:00,4.9325810687712,1.35,96,12.662,1,102492.5
2010-04-10 06:40:00,4.88066819195897,1.37,96,15.443,1,102502.5
2010-04-10 06:50:00,4.82968456526925,1.39,96,18.224,1,102512.5
2010-04-10 07:00:00,4.77756527951215,1.41,96,21.004,1,102522.5
2010-04-10 07:10:00,4.77483538983283,1.43,96,23.856,1,102533.8
2010-04-10 07:20:00,4.91866699421703,1.47,96,26.919,1,102548.8
2010-04-10 07:30:00,5.06284396362361,1.52,96,29.983,1,102563.7
2010-04-10 07:40:00,5.20644379591291,1.56,96,33.046,1,102578.7
2010-04-10 07:50:00,5.35034746535213,1.6,96,36.109,1,102593.8
2010-04-10 08:00:00,5.49446448709972,1.65,96,39.172,1,102608.8
2010-04-10 08:10:00,5.62980399303564,1.68,96,42.062,1,102623.3
2010-04-10 08:20:00,5.74307278379789,1.68,96,44.433,1,102636.7
2010-04-10 08:30:00,5.85559510212241,1.67,96,46.803,1,102650
2010-04-10 08:40:00,5.96736340438556,1.67,96,49.172,1,102663.3
2010-04-10 08:50:00,6.08028987795812,1.67,96,51.543,1,102676.7
2010-04-10 09:00:00,6.1924432173416,1.66,96,53.913,1,102690
2010-04-10 09:10:00,6.25853920655611,1.66,96,56.699,1,102703.7
2010-04-10 09:20:00,6.18628070814767,1.64,96,60.734,1,102718.8
2010-04-10 09:30:00,6.11476508134205,1.63,96,64.769,1,102733.8
2010-04-10 09:40:00,6.04249162183946,1.62,96,68.804,1,102748.8
2010-04-10 09:50:00,5.9707182147544,1.6,96,72.839,1,102763.7
2010-04-10 10:00:00,5.8984937060236,1.59,96,76.874,1,102778.7
2010-04-10 10:10:00,5.83770031776212,1.58,96,79.387,1,102792.5
2010-04-10 10:20:00,5.81273300608242,1.57,96,77.333,1,102802.5
2010-04-10 10:30:00,5.78719707630559,1.57,96,75.28,1,102812.5
2010-04-10 10:40:00,5.76206950669636,1.56,96,73.227,1,102822.5
2010-04-10 10:50:00,5.73637664384061,1.56,96,71.173,1,102832.5
2010-04-10 11:00:00,5.71109945632187,1.55,96,69.12,1,102842.5
2010-04-10 11:10:00,5.69681533841496,1.55,96,68.602,1,102852.1
2010-04-10 11:20:00,5.71441003079058,1.56,96,72.688,1,102860.4
2010-04-10 11:30:00,5.73329660840951,1.58,96,76.775,1,102868.8
2010-04-10 11:40:00,5.75150354255303,1.59,96,80.862,1,102877.1
2010-04-10 11:50:00,5.76886574640111,1.6,96,84.948,1,102885.4
2010-04-10 12:00:00,5.78767803181898,1.61,96,89.035,1,102893.8
2010-04-10 12:10:00,5.81856081862173,1.63,95.958,93.325,1,102903.3
2010-04-10 12:20:00,5.88975856890586,1.68,95.792,98.225,1,102916.7
2010-04-10 12:30:00,5.96100293574831,1.72,95.625,103.125,1,102930
2010-04-10 12:40:00,6.03240888866131,1.77,95.458,108.025,1,102943.3
2010-04-10 12:50:00,6.10394372516654,1.81,95.292,112.925,1,102956.7
2010-04-10 13:00:00,6.17460063485891,1.86,95.125,117.825,1,102970
